PetID,ShelterID,Name,Type,Breed,Age,Size,Color,Sex,DateOfIntake
803,199,Douglas,Cat,Siamese,14,Medium,LavenderBlush,Male,2022-10-22
804,203,Sharon,Rabbit,Netherland Dwarf,12,Small,White,Female,2024-06-16
805,322,Jonathan,Cat,Persian,13,Medium,LightGreen,Female,2024-07-18
806,309,Dawn,Hamster,Winter White,3,Large,LightSkyBlue,Female,2024-04-08
807,370,Brett,Cat,Siamese,13,Medium,PaleGreen,Female,2024-09-18
808,39,Stacy,Dog,Poodle,1,Large,Cyan,Male,2023-11-09
809,148,Robert,Bird,Lovebird,7,Small,Black,Female,2025-01-23
810,229,Nathan,Dog,Poodle,8,Small,CornflowerBlue,Male,2024-04-29
811,254,Misty,Bird,Parakeet,14,Medium,PaleGoldenRod,Female,2025-03-07
812,252,Kathleen,Bird,Canary,6,Small,Orange,Male,2022-10-26
813,146,Andrew,Cat,Persian,2,Small,RoyalBlue,Female,2022-05-07
814,231,Christopher,Rabbit,Lionhead,10,Medium,Brown,Female,2024-10-26
815,363,Allen,Rabbit,Lionhead,9,Large,Teal,Male,2023-11-16
816,269,John,Dog,Bulldog,8,Large,SlateBlue,Male,2023-02-14
817,463,Teresa,Rabbit,Mini Lop,13,Medium,HotPink,Female,2022-07-11
818,476,Erica,Cat,British Shorthair,6,Large,LawnGreen,Female,2022-06-04
819,458,Caroline,Dog,Labrador,10,Large,FloralWhite,Female,2023-07-20
820,373,Edward,Dog,Bulldog,3,Small,LawnGreen,Male,2024-12-23
821,187,Alexander,Hamster,Dwarf Campbell,6,Large,OliveDrab,Female,2024-04-20
822,445,Gregory,Hamster,Winter White,6,Large,LightSlateGray,Female,2024-10-30
823,264,Colleen,Hamster,Dwarf Campbell,4,Large,LemonChiffon,Female,2022-05-27
824,144,Edward,Dog,Labrador,14,Medium,MediumOrchid,Female,2024-06-22
825,202,Laurie,Hamster,Roborovski,12,Small,Chocolate,Female,2023-07-22
826,197,Daniel,Hamster,Dwarf Campbell,1,Large,LightYellow,Female,2024-03-31
827,43,Benjamin,Bird,Parakeet,9,Medium,Teal,Female,2025-01-01
828,461,Christopher,Rabbit,Holland Lop,7,Small,DarkGreen,Female,2022-09-20
829,68,Jennifer,Cat,American Shorthair,6,Small,Yellow,Female,2023-07-12
830,324,Kathleen,Cat,British Shorthair,8,Small,DeepSkyBlue,Female,2025-02-18
831,139,Breanna,Bird,Cockatiel,5,Small,LightBlue,Male,2024-02-01
832,202,Samantha,Cat,American Shorthair,13,Medium,Snow,Female,2025-01-02
833,79,Michael,Cat,American Shorthair,11,Large,LightBlue,Female,2025-02-16
834,244,Michael,Hamster,Syrian,15,Medium,Plum,Male,2024-12-03
835,88,Matthew,Dog,Poodle,2,Medium,DarkOliveGreen,Female,2023-08-31
836,365,Mark,Rabbit,Mini Lop,8,Small,CornflowerBlue,Female,2022-09-24
837,183,John,Cat,British Shorthair,8,Small,Ivory,Male,2023-07-09
838,481,Jeffrey,Cat,Persian,8,Small,SpringGreen,Male,2024-02-17
839,55,Cameron,Bird,Finch,2,Small,Sienna,Female,2023-01-11
840,208,Caleb,Bird,Finch,11,Small,DarkMagenta,Male,2023-05-18
841,425,Michael,Rabbit,Lionhead,10,Medium,Turquoise,Male,2025-03-28
842,169,Stephen,Cat,British Shorthair,1,Small,AntiqueWhite,Female,2024-06-24
843,257,Melissa,Hamster,Dwarf Campbell,14,Medium,LightCoral,Male,2023-11-12
844,265,Terri,Rabbit,Holland Lop,7,Large,DarkSlateGray,Female,2024-04-27
845,293,Teresa,Hamster,Winter White,4,Large,Aqua,Male,2024-06-04
846,283,Jonathan,Cat,British Shorthair,3,Medium,Aqua,Male,2024-07-02
847,352,Anita,Bird,Finch,7,Small,Black,Female,2023-07-10
848,329,Michael,Bird,Finch,1,Large,MediumOrchid,Male,2022-04-10
849,480,Daniel,Hamster,Dwarf Campbell,4,Medium,SaddleBrown,Female,2022-12-09
850,249,Cynthia,Rabbit,Mini Lop,5,Small,Silver,Female,2023-04-04
851,411,Megan,Cat,American Shorthair,6,Large,Orchid,Male,2024-05-21
852,336,Linda,Rabbit,Mini Lop,2,Large,Cyan,Female,2025-03-29
853,226,Shane,Dog,Poodle,9,Large,Aqua,Male,2024-07-08
854,27,Stephanie,Hamster,Roborovski,4,Medium,Teal,Female,2023-09-19
855,121,Alexandria,Dog,Golden Retriever,7,Medium,Beige,Female,2024-01-12
856,13,Tiffany,Hamster,Dwarf Campbell,5,Large,OldLace,Female,2025-01-16
857,65,Kevin,Cat,British Shorthair,11,Small,SpringGreen,Female,2025-03-05
858,396,Sarah,Dog,Bulldog,13,Medium,LightCyan,Male,2024-01-07
859,369,William,Bird,Parakeet,8,Medium,Red,Female,2022-08-21
860,204,Wendy,Hamster,Roborovski,14,Medium,Red,Female,2024-03-03
861,384,Victoria,Dog,Bulldog,6,Medium,DarkBlue,Female,2025-03-25
862,346,Amy,Hamster,Dwarf Campbell,15,Small,WhiteSmoke,Female,2022-12-01
863,112,Lisa,Dog,Bulldog,3,Small,Pink,Male,2024-09-07
864,436,Kyle,Bird,Parakeet,1,Small,Red,Female,2023-01-31
865,269,Brett,Cat,Persian,12,Large,MediumSpringGreen,Female,2022-06-02
866,289,Stephen,Bird,Lovebird,9,Small,FloralWhite,Female,2024-10-05
867,302,Meredith,Dog,Bulldog,6,Large,Thistle,Male,2022-05-15
868,254,Benjamin,Cat,Persian,6,Medium,Maroon,Female,2024-02-26
869,187,Elaine,Cat,British Shorthair,9,Medium,MistyRose,Male,2022-08-18
870,110,Michael,Hamster,Chinese,7,Small,Violet,Female,2024-04-30
871,263,Patricia,Bird,Cockatiel,1,Small,Cornsilk,Female,2024-12-04
872,38,Victoria,Dog,Golden Retriever,12,Small,HoneyDew,Female,2022-08-09
873,343,Andrew,Cat,British Shorthair,15,Medium,LightCoral,Female,2023-03-17
874,325,Kristopher,Dog,German Shepherd,2,Medium,White,Female,2022-08-24
875,484,Lisa,Hamster,Roborovski,2,Small,LightSeaGreen,Female,2024-04-21
876,484,Ashley,Rabbit,Lionhead,7,Small,Black,Male,2022-10-12
877,294,Brenda,Cat,American Shorthair,2,Medium,Moccasin,Male,2022-12-11
878,49,Charles,Rabbit,Rex,14,Large,Tan,Female,2023-09-30
879,405,Caitlin,Rabbit,Rex,12,Medium,Silver,Male,2022-12-21
880,60,Melissa,Cat,British Shorthair,13,Large,BurlyWood,Female,2024-05-22
881,207,George,Dog,Bulldog,6,Small,WhiteSmoke,Male,2023-02-08
882,231,Matthew,Cat,British Shorthair,1,Medium,GoldenRod,Female,2024-08-12
883,211,Samantha,Hamster,Syrian,11,Large,YellowGreen,Male,2024-03-11
884,422,Deborah,Cat,British Shorthair,15,Large,Navy,Male,2025-03-06
885,83,Mary,Hamster,Winter White,1,Medium,DarkOrange,Male,2023-04-14
886,399,Michael,Dog,Golden Retriever,8,Small,HoneyDew,Male,2023-06-11
887,33,Robin,Dog,Poodle,11,Medium,AliceBlue,Male,2023-08-28
888,43,Nicole,Cat,Maine Coon,12,Large,Purple,Male,2023-07-29
889,396,Jason,Hamster,Dwarf Campbell,5,Small,Orchid,Male,2023-01-21
890,398,Michael,Rabbit,Mini Lop,10,Small,SkyBlue,Female,2023-06-13
891,104,Aaron,Dog,Golden Retriever,3,Small,SaddleBrown,Female,2024-05-23
892,238,Jamie,Dog,Golden Retriever,4,Large,WhiteSmoke,Male,2023-10-25
893,90,Sean,Bird,Lovebird,7,Small,DarkGoldenRod,Male,2024-10-10
894,170,Douglas,Dog,German Shepherd,1,Small,Lime,Male,2024-08-18
895,141,Daniel,Rabbit,Lionhead,1,Medium,LemonChiffon,Female,2022-11-09
896,290,David,Dog,Bulldog,3,Medium,Azure,Male,2023-12-02
897,406,Katelyn,Hamster,Chinese,12,Small,Fuchsia,Female,2022-06-07
898,392,Christopher,Cat,Siamese,14,Medium,Crimson,Male,2025-01-26
899,93,Jacob,Hamster,Chinese,14,Large,Snow,Male,2024-03-08
900,304,Catherine,Rabbit,Netherland Dwarf,15,Medium,DeepPink,Female,2023-04-04
901,166,Joseph,Rabbit,Lionhead,2,Medium,Silver,Male,2024-04-08
902,221,Sandy,Dog,Poodle,4,Small,PowderBlue,Male,2023-03-22
903,415,Patricia,Bird,Canary,10,Medium,Navy,Male,2023-12-07
904,483,David,Dog,Golden Retriever,9,Large,MediumOrchid,Male,2023-03-29
905,60,Tracy,Hamster,Dwarf Campbell,13,Small,MediumBlue,Female,2025-01-07
906,27,Kevin,Bird,Lovebird,13,Small,GoldenRod,Male,2024-04-09
907,303,Nicole,Rabbit,Rex,3,Small,Beige,Male,2023-06-03
908,97,Amanda,Hamster,Chinese,6,Large,OrangeRed,Male,2022-08-20
909,105,Jack,Cat,Siamese,4,Large,Pink,Female,2023-02-03
910,480,Kristin,Bird,Canary,9,Large,Thistle,Female,2023-10-25
911,405,Jennifer,Dog,Labrador,2,Medium,Crimson,Female,2024-04-20
912,338,Michael,Hamster,Chinese,9,Medium,Silver,Male,2025-02-17
913,265,Heather,Bird,Parakeet,8,Small,CadetBlue,Female,2023-12-06
914,381,Ryan,Rabbit,Rex,8,Medium,LightCyan,Male,2024-08-23
915,149,Amanda,Cat,British Shorthair,1,Medium,DarkGoldenRod,Male,2023-08-31
916,284,Lindsey,Rabbit,Mini Lop,4,Large,Salmon,Male,2022-08-24
917,460,Jeffrey,Hamster,Chinese,12,Small,MistyRose,Female,2023-10-18
918,406,Stephanie,Rabbit,Mini Lop,15,Medium,DarkBlue,Male,2022-08-21
919,367,Linda,Bird,Lovebird,4,Large,PowderBlue,Male,2022-06-17
920,73,Sean,Cat,British Shorthair,4,Large,IndianRed,Female,2024-09-29
921,21,Robert,Cat,Siamese,9,Medium,Yellow,Male,2024-06-02
922,300,Melody,Rabbit,Netherland Dwarf,5,Small,ForestGreen,Male,2025-01-25
923,92,Sarah,Bird,Lovebird,3,Medium,GhostWhite,Male,2023-03-28
924,253,Nicole,Dog,Golden Retriever,5,Small,MediumOrchid,Male,2022-06-23
925,350,Edward,Dog,Labrador,13,Large,MediumSeaGreen,Male,2024-03-29
926,327,William,Cat,British Shorthair,15,Medium,Tomato,Male,2023-01-25
927,58,Chris,Rabbit,Mini Lop,9,Medium,Navy,Female,2022-10-28
928,239,Craig,Bird,Canary,7,Medium,LavenderBlush,Male,2024-05-16
929,414,Jeffrey,Rabbit,Mini Lop,5,Medium,Maroon,Male,2024-03-01
930,285,Jacqueline,Bird,Canary,3,Large,Indigo,Male,2022-10-09
931,445,Michelle,Rabbit,Netherland Dwarf,12,Medium,Thistle,Female,2025-03-20
932,96,Jimmy,Hamster,Roborovski,12,Large,Gray,Male,2023-11-19
933,309,Tina,Cat,Persian,3,Medium,SlateGray,Female,2022-04-06
934,453,Rebecca,Bird,Cockatiel,8,Large,SlateGray,Male,2024-09-09
935,126,David,Rabbit,Rex,6,Large,LemonChiffon,Male,2024-12-23
936,399,Tammy,Cat,British Shorthair,1,Large,HoneyDew,Male,2024-07-05
937,433,Zachary,Bird,Parakeet,11,Medium,PowderBlue,Male,2023-03-24
938,152,Diana,Hamster,Roborovski,7,Medium,Fuchsia,Male,2024-06-09
939,284,Kaylee,Bird,Finch,5,Small,CadetBlue,Male,2022-04-18
940,260,David,Dog,Labrador,8,Medium,SteelBlue,Male,2024-04-05
941,331,Sally,Hamster,Dwarf Campbell,9,Small,GhostWhite,Female,2024-12-14
942,419,Veronica,Hamster,Chinese,5,Small,DarkMagenta,Female,2025-02-16
943,322,Suzanne,Bird,Canary,2,Large,DarkKhaki,Male,2024-03-02
944,256,Alexis,Dog,Bulldog,10,Small,LightBlue,Female,2023-05-09
945,481,Samantha,Cat,Maine Coon,6,Large,Olive,Female,2024-04-18
946,144,Matthew,Bird,Finch,3,Large,DarkCyan,Male,2025-03-10
947,5,Douglas,Hamster,Syrian,15,Small,ForestGreen,Female,2022-05-26
948,33,Matthew,Bird,Canary,4,Large,MintCream,Female,2023-03-28
949,393,Alexander,Dog,Labrador,8,Small,Tomato,Female,2024-05-26
950,73,Joshua,Hamster,Roborovski,11,Large,LightGoldenRodYellow,Male,2025-01-17
951,453,Timothy,Hamster,Roborovski,1,Medium,DarkSalmon,Female,2022-05-30
952,263,George,Cat,Persian,3,Large,SpringGreen,Male,2024-08-16
953,467,Sherry,Rabbit,Holland Lop,9,Medium,SeaGreen,Female,2023-05-02
954,309,Sara,Rabbit,Mini Lop,12,Small,SaddleBrown,Female,2022-09-29
955,146,William,Dog,Golden Retriever,13,Small,DarkSlateBlue,Male,2024-11-02
956,327,Travis,Rabbit,Rex,5,Medium,PaleGoldenRod,Female,2023-01-29
957,300,Tommy,Dog,Golden Retriever,3,Small,Navy,Male,2023-01-10
958,24,Kristen,Rabbit,Rex,11,Medium,DeepPink,Male,2023-08-09
959,469,Jessica,Rabbit,Rex,4,Medium,OrangeRed,Female,2024-10-01
960,431,John,Rabbit,Holland Lop,9,Large,Sienna,Female,2023-10-17
961,261,Andrew,Bird,Parakeet,14,Small,SaddleBrown,Male,2024-12-11
962,312,Theresa,Hamster,Chinese,4,Medium,DarkGreen,Female,2024-10-07
963,219,Connor,Hamster,Dwarf Campbell,14,Medium,DarkCyan,Female,2025-03-17
964,44,Matthew,Rabbit,Lionhead,4,Medium,DarkGoldenRod,Male,2024-05-09
965,446,John,Rabbit,Netherland Dwarf,9,Small,Black,Male,2024-10-08
966,486,Nicole,Hamster,Winter White,10,Medium,Blue,Male,2024-05-30
967,245,Angela,Bird,Cockatiel,14,Large,DarkRed,Male,2023-11-07
968,305,Leslie,Cat,Maine Coon,1,Medium,PaleGreen,Female,2023-09-28
969,28,Jose,Cat,Siamese,14,Large,Turquoise,Male,2022-08-06
970,290,Jeremy,Cat,Persian,12,Medium,Linen,Female,2024-02-27
971,355,Nicole,Bird,Parakeet,3,Small,GhostWhite,Male,2022-07-24
972,120,Angela,Bird,Canary,9,Large,Sienna,Female,2023-12-15
973,455,Gloria,Dog,Labrador,6,Small,RosyBrown,Female,2024-12-11
974,110,Caleb,Dog,Bulldog,3,Small,Cornsilk,Female,2024-06-09
975,269,Rita,Dog,German Shepherd,15,Medium,OldLace,Male,2025-03-09
976,435,Tara,Hamster,Dwarf Campbell,11,Large,DarkSalmon,Male,2024-10-05
977,242,Luis,Cat,American Shorthair,9,Large,MediumSeaGreen,Female,2024-09-23
978,174,Drew,Dog,Bulldog,3,Medium,Chartreuse,Female,2023-07-26
979,3,Kayla,Rabbit,Mini Lop,8,Large,DarkGoldenRod,Male,2023-03-04
980,150,John,Bird,Lovebird,7,Large,Moccasin,Male,2023-08-22
981,182,James,Hamster,Dwarf Campbell,2,Large,DarkCyan,Male,2023-04-19
982,283,Megan,Dog,Golden Retriever,1,Medium,DeepPink,Male,2023-07-01
983,299,Belinda,Cat,British Shorthair,4,Large,Chocolate,Female,2023-02-09
984,36,Christopher,Cat,Siamese,9,Large,Sienna,Female,2023-11-13
985,73,Todd,Bird,Finch,9,Small,DarkOrange,Female,2022-08-05
986,115,Megan,Dog,Bulldog,12,Large,YellowGreen,Male,2022-11-25
987,153,Victoria,Bird,Cockatiel,7,Large,Bisque,Female,2022-09-08
988,454,Sabrina,Rabbit,Rex,10,Medium,AntiqueWhite,Female,2022-11-27
989,434,Peter,Dog,Golden Retriever,3,Small,Thistle,Male,2023-07-16
990,201,Jordan,Cat,Siamese,6,Large,DarkSlateGray,Female,2025-01-27
991,149,Allen,Hamster,Roborovski,11,Small,PowderBlue,Female,2023-11-30
992,346,Matthew,Bird,Parakeet,8,Large,PowderBlue,Female,2023-09-30
993,137,Stephanie,Rabbit,Netherland Dwarf,15,Medium,DarkOrchid,Female,2024-05-12
994,476,Theresa,Dog,Bulldog,5,Large,YellowGreen,Male,2023-04-04
995,204,Robert,Hamster,Syrian,1,Large,SteelBlue,Female,2024-05-08
996,336,Anthony,Cat,Maine Coon,8,Large,Red,Male,2023-12-27
997,384,Joshua,Dog,Bulldog,7,Large,SpringGreen,Male,2024-04-09
998,330,Erin,Hamster,Dwarf Campbell,5,Large,Olive,Female,2022-11-07
999,482,Justin,Hamster,Winter White,5,Small,Sienna,Female,2022-09-12
1000,207,James,Rabbit,Mini Lop,15,Large,PaleVioletRed,Male,2023-03-31
1001,128,Theresa,Cat,American Shorthair,3,Medium,RosyBrown,Female,2025-02-10
1002,477,Stephanie,Dog,Golden Retriever,8,Small,LightSkyBlue,Male,2022-09-25
1003,207,Scott,Cat,Persian,6,Small,Gainsboro,Female,2022-12-30
1004,421,Vanessa,Dog,Bulldog,9,Small,MediumOrchid,Female,2023-12-10
1005,355,Julie,Rabbit,Mini Lop,11,Large,Maroon,Male,2025-03-04
1006,73,David,Cat,Persian,7,Large,Maroon,Male,2024-04-13
1007,483,Caroline,Dog,German Shepherd,9,Medium,Cornsilk,Male,2024-05-15
1008,371,Laura,Cat,Persian,5,Large,DarkKhaki,Female,2024-11-25
1009,206,Sarah,Dog,Labrador,14,Large,FireBrick,Female,2024-11-25
1010,219,John,Cat,Siamese,9,Medium,OldLace,Male,2025-03-27
1011,454,Isabel,Bird,Lovebird,14,Small,Red,Female,2025-03-05
1012,182,Jessica,Rabbit,Holland Lop,3,Medium,LightSteelBlue,Female,2023-04-01
1013,422,Kimberly,Hamster,Dwarf Campbell,1,Small,Aquamarine,Male,2024-08-06
1014,71,Jason,Bird,Lovebird,9,Large,LightBlue,Female,2025-02-04
1015,147,Robert,Bird,Finch,14,Large,OldLace,Female,2024-07-19
1016,270,Laura,Rabbit,Holland Lop,4,Small,DarkSeaGreen,Male,2023-05-23
1017,237,James,Dog,Golden Retriever,6,Small,Green,Female,2023-08-12
1018,123,Gary,Cat,Maine Coon,4,Large,DarkSlateBlue,Female,2024-10-24
1019,241,Christina,Bird,Parakeet,6,Medium,PaleVioletRed,Female,2023-10-04
1020,280,Paula,Bird,Parakeet,10,Medium,SandyBrown,Male,2023-09-08
1021,327,Kelly,Hamster,Syrian,7,Small,Peru,Female,2022-06-11
1022,219,James,Rabbit,Netherland Dwarf,6,Large,White,Male,2022-06-07
1023,53,Darlene,Rabbit,Lionhead,12,Small,White,Male,2024-07-04
1024,170,Elizabeth,Hamster,Winter White,2,Large,DarkViolet,Female,2023-10-28
1025,192,Elizabeth,Hamster,Chinese,13,Large,LightBlue,Male,2022-08-20
1026,275,James,Bird,Cockatiel,8,Small,DarkTurquoise,Male,2023-12-28
1027,135,Daniel,Cat,American Shorthair,1,Large,SlateBlue,Male,2022-11-18
1028,152,Kyle,Dog,Poodle,15,Large,Olive,Male,2023-11-27
1029,222,Vanessa,Bird,Canary,3,Small,Magenta,Female,2023-05-28
1030,180,Sandy,Rabbit,Holland Lop,10,Medium,Indigo,Male,2023-12-27
1031,133,Stacy,Rabbit,Holland Lop,6,Medium,MediumSlateBlue,Male,2022-06-17
1032,16,Jean,Dog,Poodle,6,Medium,PaleGreen,Female,2024-10-28
1033,118,Kevin,Bird,Finch,2,Small,WhiteSmoke,Male,2024-12-01
1034,432,Christina,Bird,Lovebird,1,Large,LightGoldenRodYellow,Female,2022-07-20
1035,212,Diamond,Bird,Finch,13,Small,FireBrick,Female,2024-03-20
1036,436,Sheena,Hamster,Chinese,15,Small,Salmon,Female,2024-01-08
1037,421,Thomas,Bird,Canary,14,Small,Gainsboro,Female,2023-10-05
1038,159,Karl,Dog,Poodle,8,Medium,PaleGreen,Male,2022-10-07
1039,67,Amy,Hamster,Syrian,6,Medium,LightSlateGray,Male,2023-09-12
1040,88,Eric,Rabbit,Rex,3,Small,Sienna,Female,2023-03-17
1041,276,Pamela,Bird,Canary,10,Medium,GreenYellow,Male,2024-11-25
1042,394,Jennifer,Bird,Lovebird,10,Medium,PaleGreen,Male,2023-09-15
1043,442,Nicholas,Bird,Canary,15,Medium,LemonChiffon,Male,2022-12-09
1044,343,David,Bird,Parakeet,4,Medium,DarkOrchid,Female,2024-11-01
1045,461,Michelle,Rabbit,Holland Lop,1,Medium,Aquamarine,Female,2024-09-08
1046,439,Amy,Cat,Siamese,10,Medium,LightSeaGreen,Female,2023-09-27
1047,59,Roy,Hamster,Chinese,9,Small,Aquamarine,Male,2023-04-22
1048,196,Brian,Dog,Bulldog,7,Medium,Khaki,Male,2024-09-29
1049,265,Kimberly,Dog,Golden Retriever,15,Large,DimGray,Female,2023-03-13
1050,7,Nancy,Dog,Labrador,4,Medium,SeaGreen,Female,2022-09-08
1051,405,Christopher,Hamster,Winter White,9,Small,Crimson,Female,2022-07-24
1052,226,Brian,Dog,Poodle,2,Large,LightSteelBlue,Male,2024-02-17
1053,184,Kristin,Rabbit,Mini Lop,9,Small,PeachPuff,Male,2022-06-10
1054,412,Meredith,Rabbit,Mini Lop,4,Medium,DarkOrange,Female,2022-07-19
1055,286,Oscar,Dog,Labrador,15,Medium,Indigo,Male,2022-11-21
1056,397,Olivia,Cat,British Shorthair,3,Small,LightGreen,Female,2023-01-27
1057,469,Lauren,Cat,Persian,15,Medium,Cyan,Female,2024-08-08
1058,407,Diane,Dog,Labrador,6,Small,OldLace,Female,2024-07-27
1059,238,Andrew,Rabbit,Netherland Dwarf,15,Medium,SkyBlue,Female,2022-07-12
1060,284,Megan,Rabbit,Mini Lop,2,Small,Sienna,Male,2022-07-02
1061,178,Samuel,Cat,Persian,15,Medium,LightSeaGreen,Male,2023-05-10
1062,216,Bryan,Bird,Parakeet,7,Large,Salmon,Female,2024-11-16
1063,38,Karen,Cat,Siamese,14,Large,Blue,Male,2024-04-12
1064,70,Zachary,Hamster,Chinese,11,Small,Cornsilk,Male,2022-10-20
1065,426,Casey,Dog,Poodle,15,Small,LightGoldenRodYellow,Male,2024-01-31
1066,223,Ian,Cat,Persian,6,Small,LightYellow,Male,2023-02-15
1067,69,Marcus,Rabbit,Netherland Dwarf,1,Small,DarkOrange,Male,2024-06-23
1068,11,Christine,Bird,Cockatiel,12,Large,OldLace,Male,2023-11-03
1069,439,Frederick,Dog,German Shepherd,3,Medium,DarkSlateBlue,Female,2024-11-03
1070,370,Donna,Rabbit,Netherland Dwarf,4,Medium,SaddleBrown,Female,2024-08-27
1071,231,Kimberly,Cat,Maine Coon,7,Large,DarkOrchid,Male,2023-01-08
1072,161,James,Dog,German Shepherd,4,Medium,BurlyWood,Female,2023-05-04
1073,192,Anthony,Hamster,Winter White,6,Medium,DarkCyan,Female,2024-09-14
1074,220,Kyle,Cat,American Shorthair,6,Small,MidnightBlue,Female,2022-09-30
1075,205,Chris,Cat,Siamese,15,Medium,DarkOliveGreen,Male,2023-05-04
1076,486,Veronica,Cat,Persian,12,Medium,Gold,Male,2022-06-08
1077,29,William,Cat,Maine Coon,2,Large,HoneyDew,Male,2022-04-03
1078,20,Danielle,Rabbit,Lionhead,15,Medium,SkyBlue,Male,2024-08-14
1079,76,Tamara,Rabbit,Rex,2,Medium,CornflowerBlue,Female,2024-02-08
1080,428,Timothy,Rabbit,Lionhead,9,Large,Cornsilk,Male,2024-02-29
1081,43,Samantha,Cat,American Shorthair,12,Medium,DarkSlateGray,Male,2025-01-02
1082,458,Jason,Bird,Cockatiel,15,Large,Brown,Male,2025-03-12
1083,479,Nicole,Dog,Labrador,1,Medium,LightCyan,Male,2023-08-09
1084,482,Gerald,Cat,Maine Coon,12,Large,LawnGreen,Male,2022-09-06
1085,204,Nicholas,Hamster,Chinese,7,Large,LightCoral,Female,2023-05-12
1086,74,Joshua,Rabbit,Rex,6,Large,Wheat,Female,2025-01-21
1087,41,Christina,Hamster,Syrian,1,Medium,LavenderBlush,Male,2024-03-28
1088,181,Keith,Cat,Siamese,10,Small,Ivory,Male,2024-11-27
1089,45,Paula,Bird,Canary,12,Large,Khaki,Male,2023-07-19
1090,62,Dale,Hamster,Syrian,9,Medium,Beige,Male,2023-06-04
1091,34,Robert,Hamster,Dwarf Campbell,13,Medium,Olive,Male,2023-07-23
1092,348,Kristen,Rabbit,Lionhead,6,Small,SeaGreen,Male,2024-10-21
1093,457,Mark,Cat,Siamese,1,Small,Peru,Female,2022-05-24
1094,259,Crystal,Bird,Finch,7,Large,Turquoise,Male,2022-06-07
1095,442,Bethany,Rabbit,Holland Lop,12,Medium,AliceBlue,Male,2022-09-10
1096,122,Tina,Bird,Finch,3,Medium,DarkGray,Female,2023-11-06
1097,275,Michele,Rabbit,Mini Lop,15,Large,LightGray,Female,2022-12-18
1098,117,Elizabeth,Rabbit,Holland Lop,3,Large,DarkCyan,Female,2022-09-01
1099,309,Jennifer,Rabbit,Mini Lop,7,Medium,DarkKhaki,Female,2024-05-04
1100,406,Marcus,Cat,Persian,2,Large,Aqua,Male,2022-08-11
1101,243,Kendra,Cat,Persian,1,Large,SpringGreen,Female,2024-08-10
1102,478,Nina,Cat,British Shorthair,1,Medium,Purple,Male,2022-08-02
1103,19,Linda,Bird,Cockatiel,9,Large,Brown,Male,2023-09-27
1104,469,Spencer,Bird,Lovebird,15,Medium,LavenderBlush,Male,2024-07-08
1105,330,Marisa,Dog,Bulldog,11,Large,SandyBrown,Female,2024-01-30
1106,210,Jason,Bird,Canary,13,Medium,AntiqueWhite,Female,2024-12-09
1107,25,Craig,Bird,Canary,15,Large,SandyBrown,Male,2024-03-19
1108,31,Tracy,Bird,Canary,8,Medium,DarkSalmon,Female,2024-12-06
1109,171,Rebecca,Hamster,Syrian,14,Medium,Silver,Female,2022-08-14
1110,255,Jeremy,Dog,Labrador,11,Small,Brown,Female,2024-03-11
1111,437,Bradley,Hamster,Winter White,8,Small,Tan,Male,2023-02-03
1112,327,Nathan,Bird,Cockatiel,5,Small,Red,Female,2024-06-11
1113,141,Nicolas,Rabbit,Holland Lop,3,Medium,LightSkyBlue,Female,2025-03-05
1114,133,Natasha,Bird,Finch,12,Small,Aqua,Female,2022-04-20
1115,89,Vanessa,Bird,Cockatiel,13,Medium,LightSalmon,Female,2023-01-22
1116,399,Edgar,Rabbit,Rex,15,Medium,DarkSeaGreen,Female,2025-01-30
1117,261,Jesse,Rabbit,Rex,11,Large,PaleGreen,Female,2024-11-25
1118,386,Lauren,Dog,Poodle,7,Large,DeepPink,Female,2023-10-20
1119,457,Rebecca,Dog,Bulldog,7,Large,MediumAquaMarine,Female,2022-07-20
1120,237,Richard,Cat,Siamese,15,Medium,Chocolate,Male,2022-10-19
1121,289,Jerry,Dog,Bulldog,3,Small,GoldenRod,Female,2024-08-06
1122,402,Wanda,Bird,Canary,8,Large,LightSeaGreen,Female,2022-04-14
1123,195,Andrew,Rabbit,Holland Lop,1,Large,DarkSalmon,Male,2024-12-06
1124,234,Beth,Bird,Lovebird,14,Large,LightSkyBlue,Male,2023-07-04
1125,288,Lisa,Hamster,Roborovski,2,Medium,Yellow,Female,2023-10-05
1126,205,Adam,Cat,Maine Coon,9,Small,DeepPink,Male,2022-08-08
1127,270,Steve,Bird,Finch,8,Medium,LightSkyBlue,Male,2023-10-17
1128,336,Tracy,Hamster,Syrian,15,Large,DeepSkyBlue,Male,2023-01-09
1129,157,Cory,Bird,Lovebird,10,Medium,Cornsilk,Male,2024-07-03
1130,473,Heather,Hamster,Winter White,6,Small,OrangeRed,Male,2023-08-29
1131,400,Eric,Bird,Parakeet,12,Large,SpringGreen,Male,2024-12-18
1132,165,Eddie,Dog,Labrador,4,Medium,DarkViolet,Female,2023-07-09
1133,58,Brian,Dog,Poodle,1,Small,MediumSlateBlue,Male,2023-10-15
1134,387,David,Dog,Bulldog,4,Large,SkyBlue,Male,2023-05-04
1135,130,Luis,Hamster,Dwarf Campbell,10,Medium,DarkGoldenRod,Female,2022-10-14
1136,85,Rose,Hamster,Syrian,6,Medium,AntiqueWhite,Male,2024-01-17
1137,170,Nicole,Hamster,Dwarf Campbell,8,Small,LightSteelBlue,Female,2022-08-30
1138,176,Erica,Hamster,Syrian,7,Large,Peru,Male,2022-10-25
